Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ, LinAccX, LinAccY, LinAccZ, GRV1, GRV2, GRV3 ,GRV4 ,ROT1, ROT2, ROT3, ROT4, Pressure, Temperature
518683, -3.23046875, -5.68359375, 7.5234375, -0.048828125, -0.00390625, 0.005859375, 20.9375, 14.125, -25.9375, -0.01953125, -0.01171875, 0.0, -1.169189453125, -0.76171875, 3.327392578125, 1.726806640625, -0.31561279296875, -0.15228271484375, 0.76837158203125, 0.53558349609375, 1015.980224609375, 31.0662841796875
518783, -3.19140625, -5.64453125, 7.5234375, 0.025390625, 0.001953125, -0.033203125, 19.5, 13.875, -26.0, 0.01171875, 0.02734375, 0.0, -1.174560546875, -0.754638671875, 3.315673828125, 1.748291015625, -0.315185546875, -0.15191650390625, 0.7681884765625, 0.5361328125, 1015.9794921875, 31.0614013671875
518882, -3.19140625, -5.72265625, 7.5625, 0.041015625, 0.00390625, 0.0078125, 19.5, 13.875, -26.4375, -0.01953125, -0.00390625, 0.015625, -1.180908203125, -0.745849609375, 3.30078125, 1.776123046875, -0.31536865234375, -0.15216064453125, 0.768310546875, 0.53582763671875, 1015.9794921875, 31.0614013671875
519152, -3.19140625, -5.72265625, 7.5234375, -0.03125, 0.009765625, 0.017578125, 19.4375, 13.5625, -27.5625, -0.02734375, 0.01171875, -0.0234375, -1.154296875, -0.787353515625, 3.3603515625, 1.66015625, -0.3157958984375, -0.152587890625, 0.76812744140625, 0.53570556640625, 1015.9794921875, 31.0614013671875
519295, -3.23046875, -5.76171875, 7.5625, -0.01953125, 0.001953125, 0.02734375, 19.875, 13.8125, -27.1875, -0.01953125, -0.06640625, 0.0546875, -1.152099609375, -0.792236328125, 3.36669921875, 1.646484375, -0.3165283203125, -0.15301513671875, 0.7684326171875, 0.53466796875, 1015.9794921875, 31.0614013671875
519395, -3.19140625, -5.68359375, 7.4453125, -0.02734375, 0.0078125, 0.00390625, 20.4375, 13.1875, -26.375, 0.02734375, 0.01171875, -0.0625, -1.171875, -0.772216796875, 3.33251953125, 1.710205078125, -0.316650390625, -0.1529541015625, 0.7685546875, 0.534423828125, 1015.9794921875, 31.0614013671875
519672, -3.19140625, -5.72265625, 7.5625, -0.017578125, -0.001953125, 0.00390625, 20.375, 13.8125, -26.75, -0.01171875, 0.01953125, -0.0234375, -1.174560546875, -0.7685546875, 3.32666015625, 1.721435546875, -0.31622314453125, -0.1527099609375, 0.7685546875, 0.53485107421875, 1015.9658203125, 31.0614013671875
519774, -3.19140625, -5.72265625, 7.5234375, 0.015625, 0.009765625, 0.00390625, 20.5, 13.8125, -25.25, -0.01171875, 0.0859375, -0.0546875, -1.1796875, -0.760986328125, 3.316162109375, 1.741455078125, -0.316162109375, -0.1527099609375, 0.7684326171875, 0.53497314453125, 1015.96533203125, 31.0577392578125
519874, -3.23046875, -5.68359375, 7.484375, 0.00390625, 0.00390625, 0.0078125, 19.9375, 12.9375, -27.1875, -0.01171875, 0.01953125, -0.0078125, -1.1787109375, -0.76171875, 3.31689453125, 1.740234375, -0.31689453125, -0.1533203125, 0.76837158203125, 0.53448486328125, 1015.96533203125, 31.0577392578125
520043, -3.26953125, -5.72265625, 7.484375, -0.005859375, -0.01171875, 0.005859375, 20.4375, 12.875, -26.75, 0.03515625, -0.08203125, 0.0546875, -1.164306640625, -0.78662109375, 3.349609375, 1.67529296875, -0.31805419921875, -0.154296875, 0.76837158203125, 0.53350830078125, 1015.96533203125, 31.0577392578125
520143, -3.15625, -5.76171875, 7.5625, 0.044921875, 0.015625, 0.013671875, 20.5, 13.5, -25.5625, 0.0625, -0.05078125, 0.078125, -1.16455078125, -0.787841796875, 3.349853515625, 1.673583984375, -0.31732177734375, -0.15380859375, 0.768310546875, 0.53424072265625, 1015.96533203125, 31.0577392578125
520254, -3.26953125, -5.68359375, 7.484375, 0.013671875, -0.005859375, -0.01171875, 20.0625, 13.5625, -25.25, -0.05859375, 0.01953125, -0.0078125, -1.173583984375, -0.775390625, 3.3310546875, 1.710205078125, -0.316650390625, -0.1533203125, 0.76824951171875, 0.5347900390625, 1015.96533203125, 31.0577392578125
520356, -3.19140625, -5.76171875, 7.5234375, 0.01953125, 0.015625, 0.02734375, 20.4375, 13.8125, -26.375, 0.02734375, -0.05859375, 0.03125, -1.183349609375, -0.75927734375, 3.30908203125, 1.7529296875, -0.3167724609375, -0.15301513671875, 0.76837158203125, 0.53466796875, 1015.96533203125, 31.0577392578125
520457, -3.26953125, -5.72265625, 7.4453125, 0.048828125, 0.005859375, 0.001953125, 21.3125, 13.5, -27.0625, -0.01171875, 0.01953125, -0.015625, -1.18505859375, -0.756103515625, 3.30419921875, 1.762451171875, -0.31671142578125, -0.1529541015625, 0.7684326171875, 0.53460693359375, 1015.96533203125, 31.0577392578125
520716, -3.23046875, -5.72265625, 7.5234375, 0.001953125, -0.001953125, -0.015625, 19.5625, 14.1875, -25.6875, 0.109375, -0.06640625, 0.13671875, -1.1640625, -0.78125, 3.350830078125, 1.675048828125, -0.3160400390625, -0.14996337890625, 0.76904296875, 0.53497314453125, 1015.9560546875, 31.06658935546875
520875, -3.23046875, -5.5703125, 7.484375, 0.021484375, -0.001953125, -0.017578125, 20.9375, 13.5, -25.9375, 0.01171875, -0.06640625, 0.0, -1.16796875, -0.7744140625, 3.34228515625, 1.69287109375, -0.31561279296875, -0.14971923828125, 0.7689208984375, 0.53546142578125, 1015.9560546875, 31.06658935546875
